0|0|0|0|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|
0|0|0|0|0|0|0|5|5|5|5|5|0|0|5|5|5|5|5|5|
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|5|5|5|5|
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|5|5|
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|5|5|
5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|5|5|
5|5|0|0|0|0|0|0|0|0|5|0|5|0|0|0|0|0|5|5|
5|0|0|0|0|0|0|0|5|5|5|5|5|5|0|0|0|0|5|5|
5|0|0|0|0|0|0|0|0|0|5|5|5|5|5|0|0|0|0|5|
5|0|0|0|0|0|0|0|0|5|5|5|5|5|5|0|0|0|0|5|
5|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|5|
5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|
5|0|0|0|21|21|22|21|0|0|0|0|0|0|0|0|0|0|5|5|
5|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|5|
5|5|0|0|0|0|0|0|0|0|0|16|0|0|0|0|0|5|5|5|
5|5|5|0|0|0|0|0|0|0|0|0|0|0|0|0|5|5|5|5|
5|5|5|5|5|5|5|5|5|0|0|0|0|0|0|5|5|5|5|5|
5|5|5|5|5|5|5|5|5|5|5|0|0|0|5|5|5|5|5|5|
5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|
5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|
